,path,label
1226,data/objonly/04256520_obj/294fe191a191f812917b96045c9b6dea.obj,sofa
4759,data/objonly/02828884_obj/7abeb2903fa22d0fad974a50533b722.obj,bench
3052,data/objonly/03001627_obj/2dca240a3726c004a83826e22c7812a6.obj,chair
1528,data/objonly/04090263_obj/4c727a571a5226549a6e43b878d5b335.obj,rifle
1060,data/objonly/04256520_obj/41f47dbde823f29640d304b02c5868ea.obj,sofa
2655,data/objonly/03001627_obj/26a6ce644504c5fa22963ea1e168015d.obj,chair
6328,data/objonly/04379243_obj/3576a576c81f2966f2f40b9b3af5eeca.obj,table
6729,data/objonly/04379243_obj/249de04d8d7e4061cb9cf5f7d536cddb.obj,table
6246,data/objonly/04379243_obj/3185d26189034bfa48db03d58a820cad.obj,table
10692,data/objonly/03636649_obj/ef40f27470d99d6fcb8d8c6d4df8143.obj,lamp
9983,data/objonly/03636649_obj/6778917189e50370a894da3d4a669d7b.obj,lamp
5595,data/objonly/04379243_obj/1f267da10062622092018116c595a95d.obj,table
9208,data/objonly/03636649_obj/379b2a19deff9954f51f77a6d7299806.obj,lamp
202,data/objonly/04256520_obj/33f47039e62a39e5febad4f49b26ec52.obj,sofa
1876,data/objonly/04090263_obj/6ac3f88bb36968ff6797bd93e1caef31.obj,rifle
4134,data/objonly/03001627_obj/40e2ccbc74d0aae3b398a1cfd1079875.obj,chair
8501,data/objonly/02958343_obj/2650c2325b7a8d0c811f8dcd8963ced5.obj,car
1938,data/objonly/04090263_obj/68cf8f5e1bfb9ff8e71e857afa9df271.obj,rifle
2014,data/objonly/04090263_obj/6c95a697b85c6a52683e3750b53385d5.obj,rifle
10223,data/objonly/03636649_obj/76db5f1046bfcd97fcb8d8c6d4df8143.obj,lamp
4711,data/objonly/02828884_obj/6c8d7faebd2ca60ef3b7873c9ffd02fd.obj,bench
1741,data/objonly/04090263_obj/6b06ff0184e3108a4bcc18d4b892312c.obj,rifle
11065,data/objonly/03636649_obj/e7b719516449701362525a4d857f099d.obj,lamp
798,data/objonly/04256520_obj/4b1598dc0e623eaafd86c4a0427c047f.obj,sofa
7126,data/objonly/02691156_obj/236932c4f4b2f557f5c7319b71bdce6e.obj,airplane
9323,data/objonly/03636649_obj/55f607d043cb587d5c10b08ea69398c3.obj,lamp
3166,data/objonly/03001627_obj/4f5639e943b60edc600515ec9ccc96a4.obj,chair
2226,data/objonly/04090263_obj/204decf8bb9bc9e623c69c7ff0f71040.obj,rifle
5644,data/objonly/04379243_obj/34e260786b78eef475e2a70bd3d8ac6f.obj,table
329,data/objonly/04256520_obj/207e1410735bcf5a62556536221025bc.obj,sofa
6313,data/objonly/04379243_obj/2820444f78ca0d82399f8b5570a02c59.obj,table
1088,data/objonly/04256520_obj/267dcf5952e84873fad6a32f56e259a2.obj,sofa
392,data/objonly/04256520_obj/2c6dcb7184bfed32599dcc439b161a52.obj,sofa
6944,data/objonly/02691156_obj/2af24e1c7067533d50a05a17b2f9bc.obj,airplane
1954,data/objonly/04090263_obj/5162b8d6add4dcd7f0fea2ee98610322.obj,rifle
10713,data/objonly/03636649_obj/1852cf691d561b97760c1770d1a1230.obj,lamp
2384,data/objonly/03001627_obj/2c2a5f5a8931fa0822f0b32ec619eee6.obj,chair
7422,data/objonly/02691156_obj/1d7eb22189100710ca8607f540cc62ba.obj,airplane
9692,data/objonly/03636649_obj/cdf8043d57863c1b17b431cae0dd70ed.obj,lamp
10185,data/objonly/03636649_obj/57930764a16deae9b219dbeac7819b2b.obj,lamp
2795,data/objonly/03001627_obj/366118e316f03a35327289c00b6dc9ca.obj,chair
7900,data/objonly/02691156_obj/44c0cb6571f6f000ca8607f540cc62ba.obj,airplane
9591,data/objonly/03636649_obj/cd05ada0981bd85a2c528d33bca1ac2.obj,lamp
4338,data/objonly/02828884_obj/6daa439badf26355593ebeeedbff73b.obj,bench
7778,data/objonly/02691156_obj/3b82e575165383903c83f6e156ad107a.obj,airplane
6360,data/objonly/04379243_obj/186e501aa015cd367f768772b7a990fa.obj,table
6455,data/objonly/04379243_obj/2ef5b582482d7d52cb71061323057eb9.obj,table
8136,data/objonly/02691156_obj/5c7729a3c482d77542c20743f866e1a6.obj,airplane
10513,data/objonly/03636649_obj/6e268cddf895c20ffcb8d8c6d4df8143.obj,lamp
10753,data/objonly/03636649_obj/10ba42fc70f16d7f41d86c17c15247b0.obj,lamp
8088,data/objonly/02691156_obj/558d3d7e6e78f2d941756cc47b70ca20.obj,airplane
5791,data/objonly/04379243_obj/32c78783100eac55b45b50ab552e35ba.obj,table
4422,data/objonly/02828884_obj/34577ccdcbd46908ed98cca8f0ccd5f7.obj,bench
5617,data/objonly/04379243_obj/1eece111c9bc0a126172e4028919692e.obj,table
8058,data/objonly/02691156_obj/1ea7a36e4f353416fe1f6e05091d5d9.obj,airplane
6234,data/objonly/04379243_obj/2c7817c16702e57188e7efbf7ff736b7.obj,table
5993,data/objonly/04379243_obj/33f24a72a875633297e755dddca14449.obj,table
3599,data/objonly/03001627_obj/4dd8f21d05f7d9a99e48f9f4020457c3.obj,chair
9818,data/objonly/03636649_obj/2da9d9bea10d936e23c0d2e0152e91b5.obj,lamp
8151,data/objonly/02691156_obj/47b409c5c80dd7c533de69c9cd670995.obj,airplane
3833,data/objonly/03001627_obj/29b3a8cb9595cbe63b7fe46c7c128390.obj,chair
9640,data/objonly/03636649_obj/2ce7732982343c1d9792f6094a78f8d5.obj,lamp
4014,data/objonly/03001627_obj/2bbf00f0c583fd8a4b3c42e318f3affc.obj,chair
164,data/objonly/04256520_obj/3e2cd7495af88fe352e393d25dabbb72.obj,sofa
1942,data/objonly/04090263_obj/6bf9cdb0f879a8f894deaa9fff391d41.obj,rifle
9376,data/objonly/03636649_obj/d6fb6984306d5197e96d94a67d9df99f.obj,lamp
1621,data/objonly/04090263_obj/6cbf83cff8dc7b23623b64770edb4be.obj,rifle
2650,data/objonly/03001627_obj/36bfb3be47fd957e543087eec55f714.obj,chair
4304,data/objonly/02828884_obj/928fa92b9f25292f75a9709a8c0e1e6.obj,bench
5545,data/objonly/04379243_obj/12cecbf8685f52aaad762904f2c09cd0.obj,table
10560,data/objonly/03636649_obj/bf659a08301f20f2ac94db38cec7b356.obj,lamp
1225,data/objonly/04256520_obj/27edeaa6c6e2e670ce4f274577283b16.obj,sofa
6324,data/objonly/04379243_obj/1674e0a5bde2dd67f12d7184a2ad3430.obj,table
11016,data/objonly/03636649_obj/f5a121812ce16ed2578f5640449b6f5.obj,lamp
6277,data/objonly/04379243_obj/192812aa4ad73d2fe6c5cd45aa112726.obj,table
253,data/objonly/04256520_obj/2c2265c2a9f3c886d0250e0e48027a4c.obj,sofa
5272,data/objonly/02828884_obj/4f9e40b167665d793a0ed7b4771fe31.obj,bench
865,data/objonly/04256520_obj/25fd91f0cc5c2e30e1c2ef56608a124e.obj,sofa
7424,data/objonly/02691156_obj/152d35bcceab5592eb1a0518c224975f.obj,airplane
5973,data/objonly/04379243_obj/332c75b56c4a80f77ff6ace05b36a5.obj,table
5062,data/objonly/02828884_obj/7b58a3e5d7f4dddcad1d789f3b2120d0.obj,bench
9058,data/objonly/03636649_obj/8cf524d8cca9d451fcb8d8c6d4df8143.obj,lamp
9292,data/objonly/03636649_obj/380a312c4eede2eb72ce68571bfc4bb2.obj,lamp
287,data/objonly/04256520_obj/42b297f23638f17e27813b202e608c61.obj,sofa
1303,data/objonly/04090263_obj/60a861a5b416030a93153dd7e0ee121c.obj,rifle
10350,data/objonly/03636649_obj/9b8f6e93608fb244aec118775e1a3eb4.obj,lamp
160,data/objonly/04256520_obj/2082b15a24a55e52cc9651014a82e2b9.obj,sofa
3444,data/objonly/03001627_obj/2dd12e29d36c2b5519fb4103277a6b93.obj,chair
330,data/objonly/04256520_obj/3d498fd733de605a929a5204e472930b.obj,sofa
7068,data/objonly/02691156_obj/55fabcb7e7c11560fa6bb68bdba0e663.obj,airplane
9533,data/objonly/03636649_obj/382e40ed472250924f3443b22038d340.obj,lamp
4428,data/objonly/02828884_obj/8aabc6c97aeacae7ad5067eac75a07f7.obj,bench
1758,data/objonly/04090263_obj/1fa5a9170bb276e7fcace4d823343363.obj,rifle
9765,data/objonly/03636649_obj/b4be7d84e2151a3e8bb3deb7fab7c9b7.obj,lamp
8384,data/objonly/02958343_obj/33ce4837f282443258c27e607f6e2d4c.obj,car
2739,data/objonly/03001627_obj/17d7a3e8badbd881fceff3d071111703.obj,chair
9136,data/objonly/03636649_obj/9fc3ddc511f4ef62dced62abd38a02b0.obj,lamp
9230,data/objonly/03636649_obj/fec5f9c209e09dd9d49b2e04785f8492.obj,lamp
1439,data/objonly/04090263_obj/1fe9e8fbcee0dcc8683e3750b53385d5.obj,rifle
1554,data/objonly/04090263_obj/4a32519f44dc84aabafe26e2eb69ebf4.obj,rifle
1904,data/objonly/04090263_obj/3fec7abae87ae773560ce90a898cf5fa.obj,rifle
2660,data/objonly/03001627_obj/4dae16dcdfd7d10be6fe3612af521500.obj,chair
6110,data/objonly/04379243_obj/289f7178bfabe667550a2025ec9eef3d.obj,table
5914,data/objonly/04379243_obj/348b2880842cbbca4ca84d60642ec7e8.obj,table
10539,data/objonly/03636649_obj/57aa536c02ea697b2195f9e636aede6a.obj,lamp
8113,data/objonly/02691156_obj/49611834b200ece04c3a35cee92bb95b.obj,airplane
9211,data/objonly/03636649_obj/a5b8eda3cc13acfbbc8967b0321bd9d2.obj,lamp
1474,data/objonly/04090263_obj/3e0b251299b8696592cea77f96988ae6.obj,rifle
5271,data/objonly/02828884_obj/8ff9b4b57eb5a60daed1fc72009b42ac.obj,bench
8297,data/objonly/02958343_obj/22abdb50fcc189d58a1aed4fb5fe5280.obj,car
1330,data/objonly/04090263_obj/4c883b2d79225a06a5aad165050e534c.obj,rifle
1993,data/objonly/04090263_obj/39b95d373f0ca2de80c2e60c312b0f09.obj,rifle
485,data/objonly/04256520_obj/68fce005fd18b5af598a453fd9fbd988.obj,sofa
410,data/objonly/04256520_obj/37113588c2d2566b4cf08511890c3458.obj,sofa
1102,data/objonly/04256520_obj/5161e139d0a58822a773e2c829d72a13.obj,sofa
11140,data/objonly/03636649_obj/6bb8020fa82b27dde11a3e838aa2c287.obj,lamp
7992,data/objonly/02691156_obj/47821cd2309d5a3990b1d6deb98feec6.obj,airplane
6977,data/objonly/02691156_obj/2be6cc069c95951a4304ffdb51711149.obj,airplane
5049,data/objonly/02828884_obj/85db4f1bf9e2b62c492d9da2668ec34c.obj,bench
2102,data/objonly/04090263_obj/294c7c64f92d3b5537c107a0a05e0226.obj,rifle
6045,data/objonly/04379243_obj/25775a3ee25c6503dddd8ce1cda8c6d9.obj,table
4537,data/objonly/02828884_obj/78ff35f4e229d1306f08940aa2c35d2c.obj,bench
3507,data/objonly/03001627_obj/13b6648bdc843b767b5f4d129cc2873d.obj,chair
4426,data/objonly/02828884_obj/6887f90a83081b56a1ebafc9c1beded8.obj,bench
2464,data/objonly/03001627_obj/3622d983fd6d7b98e3a73d090627e9ba.obj,chair
4149,data/objonly/03001627_obj/107ed94869ed6f1be13496cd332ce78f.obj,chair
9560,data/objonly/03636649_obj/a90fa89d0cb8ec989cd3f9e8648111d1.obj,lamp
451,data/objonly/04256520_obj/21140988a7602153f05a611b5fe35f32.obj,sofa
5933,data/objonly/04379243_obj/11c192ef34f5dea0a1bc88a716ad63b2.obj,table
9298,data/objonly/03636649_obj/ec876529d01d4df490ad276cd2af3a4.obj,lamp
1782,data/objonly/04090263_obj/5df501ece93bd3f522e2c8abc98c5f41.obj,rifle
10204,data/objonly/03636649_obj/3e9ce9f30f1999ab45bb7680f88b3d99.obj,lamp
11177,data/objonly/03636649_obj/47ff70265cba94df900cbe2c18fd90e9.obj,lamp
10569,data/objonly/03636649_obj/a2fb35f872225ab2f6cbdab9ae1f93de.obj,lamp
7774,data/objonly/02691156_obj/42b71c3f82a845574c3a35cee92bb95b.obj,airplane
7995,data/objonly/02691156_obj/5de2cc606b65b960e0b6546e08902f28.obj,airplane
6015,data/objonly/04379243_obj/234e44f27b5a2852500cffceffd2bd2b.obj,table
9879,data/objonly/03636649_obj/5270f973e56a05f12cd2160e449d45ae.obj,lamp
2636,data/objonly/03001627_obj/4519d91ba59f0267cc0484ea4f50062.obj,chair
11144,data/objonly/03636649_obj/ea8eb3f3d917d61850c421917af4a474.obj,lamp
3407,data/objonly/03001627_obj/3d703ecc2358ea0ff51f77a6d7299806.obj,chair
7899,data/objonly/02691156_obj/2c16ac865f06542381598514fe928082.obj,airplane
10417,data/objonly/03636649_obj/bfc4cae9fc343792fcb8d8c6d4df8143.obj,lamp
8290,data/objonly/02958343_obj/37ad66d0433beb633df8f4ac45647158.obj,car
10427,data/objonly/03636649_obj/2070e39377140bdd7f32712aef0efc5a.obj,lamp
8864,data/objonly/02958343_obj/33e897abe9e7df46a9aa61915b4add2d.obj,car
2969,data/objonly/03001627_obj/1bdf0a0bb9db1db68998b3b64a143d42.obj,chair
10908,data/objonly/03636649_obj/d460bf2dd59883f44e1a714ee619465a.obj,lamp
6265,data/objonly/04379243_obj/378a4f0524756b0ab20aa91e9e90c311.obj,table
4450,data/objonly/02828884_obj/7e8caf5bf2eb1a61ecaa3c66b0328b42.obj,bench
5562,data/objonly/04379243_obj/15ceba504a820cdfb4c161851ed2b4e4.obj,table
8731,data/objonly/02958343_obj/1284876ac0e2371aa4dbb766064f8bbf.obj,car
9066,data/objonly/03636649_obj/34020466b4342812218c9f1216abefd.obj,lamp
5862,data/objonly/04379243_obj/10a4e263f8087c4b8cf2bc41970d572a.obj,table
5263,data/objonly/02828884_obj/5c31950da8e2eb09929ce23741435ae.obj,bench
8104,data/objonly/02691156_obj/5d5aefde5935fc9eaa5d0ddd6a2781ea.obj,airplane
1994,data/objonly/04090263_obj/5004ff6a719d0c16c52533855abed4c.obj,rifle
6839,data/objonly/02691156_obj/1974f6955c36c2aece2cec85ea6ae00d.obj,airplane
4165,data/objonly/03001627_obj/4a329240c6a9d2547b11ae648ea92233.obj,chair
9797,data/objonly/03636649_obj/1129a07c75f5a709cf004563556ddb36.obj,lamp
9832,data/objonly/03636649_obj/5d45d41ee7fea0187cbb0b604dd1148d.obj,lamp
6132,data/objonly/04379243_obj/212476fd8bf012b1e3ecbdfbb6709c74.obj,table
4189,data/objonly/02828884_obj/8afe9533153bb82b157f5033576317e1.obj,bench
4791,data/objonly/02828884_obj/2b25e49c58ae0e292056b4bd5d870b47.obj,bench
10150,data/objonly/03636649_obj/63fc809815b9639de7c7920f6a65a54d.obj,lamp
8344,data/objonly/02958343_obj/33395dcb83b43eee21e570d3da54bf9d.obj,car
7724,data/objonly/02691156_obj/315f523d0a924fb7ef70df8610b582b2.obj,airplane
7991,data/objonly/02691156_obj/4843a702815e8ab442ffb0c016ee58f9.obj,airplane
5102,data/objonly/02828884_obj/83e7c29954256530e2c4291819b46f29.obj,bench
9509,data/objonly/03636649_obj/bd234f132e160fad8f045e3f1e9c8518.obj,lamp
1106,data/objonly/04256520_obj/548f0e39d6ce5adac036a40816608369.obj,sofa
6611,data/objonly/04379243_obj/11bf776fe946cb7af897d07ebee05db5.obj,table
4453,data/objonly/02828884_obj/826a100b907c3fc4edf84ea98391428.obj,bench
6350,data/objonly/04379243_obj/1b4e6f9dd22a8c628ef9d976af675b86.obj,table
7520,data/objonly/02691156_obj/26bc67e3ecda6aa1adbb4c4e06ad649.obj,airplane
10200,data/objonly/03636649_obj/6aa1ce4e245001589f1a71e46bbde97c.obj,lamp
3170,data/objonly/03001627_obj/429319c0c5bddfccd26c2593d1870bdb.obj,chair
2654,data/objonly/03001627_obj/2c40da664d4e736b972d35c68e1bdca3.obj,chair
490,data/objonly/04256520_obj/317cd5686899922e19fb4103277a6b93.obj,sofa
6987,data/objonly/02691156_obj/57f1dfb095bbe82cafc7bdb2f8d1ea84.obj,airplane
4430,data/objonly/02828884_obj/608af07bd357d605f155d75bbf62b80.obj,bench
3188,data/objonly/03001627_obj/2d1ebd7356968c0919fb4103277a6b93.obj,chair
9887,data/objonly/03636649_obj/2269f268b32b40b35fc8f4c1fc00b380.obj,lamp
5922,data/objonly/04379243_obj/139e0706288b7ccf1657aaca7aaa9a5c.obj,table
5191,data/objonly/02828884_obj/49ab2a5a9005eab9d2b12aa6a0f050b3.obj,bench
7451,data/objonly/02691156_obj/22829f20e331d563dd455eb19d4d269e.obj,airplane
930,data/objonly/04256520_obj/235c8256c6e973de19fb4103277a6b93.obj,sofa
5175,data/objonly/02828884_obj/302c64b3f9d0e0a3961c690e3d679ac7.obj,bench
5518,data/objonly/04379243_obj/24929a5fbdc7682d7fbc060fd555478.obj,table
3062,data/objonly/03001627_obj/4c30d612b8663402492d9da2668ec34c.obj,chair
7436,data/objonly/02691156_obj/37d2da0de056f5045bb2b764fed1d166.obj,airplane
6762,data/objonly/04379243_obj/2a796094f95904e9c6193dcce7cff00c.obj,table
10496,data/objonly/03636649_obj/fa80490adfa79863aa9da28fb4d9b628.obj,lamp
3741,data/objonly/03001627_obj/3c8864b07a5c0718861df5a407858f2.obj,chair
9129,data/objonly/03636649_obj/6c33f42a0f97360143dbb6421d614c0d.obj,lamp
8441,data/objonly/02958343_obj/2dbfe9c041fc6b3a94ce9d7b04676231.obj,car
1340,data/objonly/04090263_obj/2ed25f939dd286cbf4c4f1f541cfa2a7.obj,rifle
331,data/objonly/04256520_obj/4a01490054b15c90ea5adc188e5a2fc0.obj,sofa
10027,data/objonly/03636649_obj/28793511c46b4fa030f6e0ede20c4525.obj,lamp
6139,data/objonly/04379243_obj/10e2e8385b5322144708f4c6142673f0.obj,table
3636,data/objonly/03001627_obj/2025aa3a71f3c468d16ba2cb1292d98a.obj,chair
10583,data/objonly/03636649_obj/fd1371c24e12c16251d6edf97cc5502d.obj,lamp
3468,data/objonly/03001627_obj/33f5c19e34d74fa97f07eeccaaddf1d0.obj,chair
4756,data/objonly/02828884_obj/218b98805019ba7df11e0e33e4b1b85c.obj,bench
5467,data/objonly/04379243_obj/37f1637edfc6ca5ef51f77a6d7299806.obj,table
4977,data/objonly/02828884_obj/1b1cffcc9435c559f155d75bbf62b80.obj,bench
7356,data/objonly/02691156_obj/53f0e2f6671346ae5ff3feb917a6004b.obj,airplane
3570,data/objonly/03001627_obj/195464ae11f6bfe1cba091e036bf65ed.obj,chair
156,data/objonly/04256520_obj/341ef2d97f0f9091183903d8843a24ef.obj,sofa
1617,data/objonly/04090263_obj/27156455bd418715a50ef3fc203c6ba0.obj,rifle
6047,data/objonly/04379243_obj/31c278a2aa2a490241fe42b98fee4b0b.obj,table
3677,data/objonly/03001627_obj/1cf77ee00faa6de7fa6450cce25dc4cb.obj,chair
3530,data/objonly/03001627_obj/4efde5d7dfad17354f13c1c9631f2b03.obj,chair
1863,data/objonly/04090263_obj/338998b6f6f541c712b38b1d99376c0b.obj,rifle
403,data/objonly/04256520_obj/559019119818194931df860464c5f16c.obj,sofa
6383,data/objonly/04379243_obj/2c8cb823e48531fa9d1db1d6d9537bce.obj,table
2458,data/objonly/03001627_obj/2fc85613e0c1fd7c6ff6a1869fe2467f.obj,chair
3770,data/objonly/03001627_obj/36ee2823173fecc8d22730b0728b2fc9.obj,chair
10694,data/objonly/03636649_obj/699a8b91af86f5a782db9fca4b68095.obj,lamp
5737,data/objonly/04379243_obj/2f8395ded89cf84f40b4c5428883e585.obj,table
8264,data/objonly/02691156_obj/189f045faacc1b5f9a8993cdad554625.obj,airplane
11274,data/objonly/03636649_obj/c0644ddc5cac342b565ae30b0a8151d8.obj,lamp
1469,data/objonly/04090263_obj/149adc06e4b1404940232a3c75f1f92a.obj,rifle
2665,data/objonly/03001627_obj/2e079c4e7bb26dce9d1cedd9b694fb2.obj,chair
5504,data/objonly/04379243_obj/2ca883ba6a9dc6f68985be89a0ee21a.obj,table
7249,data/objonly/02691156_obj/171f4e9ffda674f44f4fd7b0550f5bef.obj,airplane
2633,data/objonly/03001627_obj/4b9278e9f2f4056d1f47fd90378714ec.obj,chair
6098,data/objonly/04379243_obj/11520534ea9a889c7d36177f6cb74069.obj,table
3137,data/objonly/03001627_obj/3eef51c1ba49a32ef73a9267136cfb76.obj,chair
1958,data/objonly/04090263_obj/425279eb4cbd51a48bfbe54b5d01550.obj,rifle
9280,data/objonly/03636649_obj/8e025c4aa0b0201a81a172d69c52a28a.obj,lamp
1759,data/objonly/04090263_obj/2ad41c44eab88406924d7b1c81f7a0b1.obj,rifle
3038,data/objonly/03001627_obj/312df229ef2675c4492d9da2668ec34c.obj,chair
11238,data/objonly/03636649_obj/b82e5c6e1133aafedf6cfab91d65bb91.obj,lamp
3095,data/objonly/03001627_obj/483308834b307b75d5f1108744f02f1.obj,chair
11027,data/objonly/03636649_obj/73378b714c5bfed2b922d818b19db1e.obj,lamp
6100,data/objonly/04379243_obj/3804253f3eacff56a55e6ad8c321a190.obj,table
9114,data/objonly/03636649_obj/d5480fd1d05e8962d42b9650f19dd425.obj,lamp
9172,data/objonly/03636649_obj/377df6e7a3d84edfa123ce0dff5bf4e6.obj,lamp
2015,data/objonly/04090263_obj/5f356bfdcf9cd4218d4ca42bc1bef451.obj,rifle
7956,data/objonly/02691156_obj/47e48c70040beb9c8db97d9bc169245.obj,airplane
6814,data/objonly/04379243_obj/2f58b1ca8634a6b48b9b51ae4415d5aa.obj,table
5925,data/objonly/04379243_obj/1b33172342f58feb76963e5e6f4f642a.obj,table
6915,data/objonly/02691156_obj/40c730231c4da8f33c3bcafb5ffed4c0.obj,airplane
7445,data/objonly/02691156_obj/4c3b1356008b3284e42e14fe98b0b5.obj,airplane
7581,data/objonly/02691156_obj/310f0957ae1436d88025a4ffa6c0c22b.obj,airplane
1143,data/objonly/04256520_obj/1299643f99c8a66df59decd9cfc8a5bb.obj,sofa
9995,data/objonly/03636649_obj/5cfe9300f102ad65fcb8d8c6d4df8143.obj,lamp
7129,data/objonly/02691156_obj/2e9c1c3d866c4b6ce2c6d8aa34a5d35b.obj,airplane
9251,data/objonly/03636649_obj/600b2f00113ad714e2367b9e27f16a71.obj,lamp
3213,data/objonly/03001627_obj/2724c02bc7797bd1486150a9b7f2cf18.obj,chair
8910,data/objonly/02958343_obj/2b5a333c1a5aede3b5449ea1678de914.obj,car
7790,data/objonly/02691156_obj/4e66465abe540ee326ccedfb0470de8f.obj,airplane
8391,data/objonly/02958343_obj/21b8d0946135481a8772afa45900d07f.obj,car
9646,data/objonly/03636649_obj/fa3b05deceeddc26fcb8d8c6d4df8143.obj,lamp
1961,data/objonly/04090263_obj/30195a2d2fe56a1f6887cd98a5557c7b.obj,rifle
5796,data/objonly/04379243_obj/156ebd353a36f36ac3bd24f986301745.obj,table
1686,data/objonly/04090263_obj/259edfd9a26c68104c16ba0acd861632.obj,rifle
6755,data/objonly/04379243_obj/28ce06aa6f25b39f2d19175e7d19b7cb.obj,table
9614,data/objonly/03636649_obj/f77abf171ff5968720331d4c3b7d944e.obj,lamp
3473,data/objonly/03001627_obj/3b5364e2f1624ef992979c651b40698c.obj,chair
7696,data/objonly/02691156_obj/471f072ea9d51f639d92b4de623f5639.obj,airplane
9974,data/objonly/03636649_obj/c1d2b20435cbeea0c0028f3b08785d05.obj,lamp
8926,data/objonly/02958343_obj/2b800f158324986ab6f657757c95f74e.obj,car
8566,data/objonly/02958343_obj/18cd6293d7b17a698ce68842a487b19.obj,car
6285,data/objonly/04379243_obj/2766a883126503cac3bd24f986301745.obj,table
7579,data/objonly/02691156_obj/19f211f1dec98bbb82ea21d84574e1ef.obj,airplane
2031,data/objonly/04090263_obj/27c9d26c58200a1527be842e82df28b3.obj,rifle
4245,data/objonly/02828884_obj/248e0773a2a8d90879ba0a8466ed4e3b.obj,bench
6446,data/objonly/04379243_obj/114a55b4647938cee3dff0d5ebb43915.obj,table
4032,data/objonly/03001627_obj/3190b19c1ae0aff9c5ff3a5f34406751.obj,chair
5265,data/objonly/02828884_obj/7e2433a3cd020f53588060c928db75ed.obj,bench
6186,data/objonly/04379243_obj/22b4c1176e8433134ea79bdd828d5828.obj,table
6164,data/objonly/04379243_obj/2add476bbc4144e57c9cc507bfc0f85b.obj,table
10081,data/objonly/03636649_obj/e4201614cb3590e41735ea0e092a805a.obj,lamp
4161,data/objonly/03001627_obj/126e65c55961e5c166f17d3ad78f5a62.obj,chair
6599,data/objonly/04379243_obj/33486ab58b77ea46768449c155e32d73.obj,table
1635,data/objonly/04090263_obj/360f8314b77730336edbaba04282b1e3.obj,rifle
5314,data/objonly/04379243_obj/11f1101ba2e29206cc963bba1556032a.obj,table
6842,data/objonly/02691156_obj/1b0b1d2cb9f9d5c0575bd26acccafabd.obj,airplane
8934,data/objonly/02958343_obj/1b25c745164e53b822d2fb8fec68f2a1.obj,car
